-1,EPI_ISL_18914531|A/chicken/Minnesota/24-000764-001-original/2024|2024.008,42.0341,19.4118,38.2353,65.8824,39.4118,43.9232,17.7809,44.808,82.5036,41.2518,48.2597,28.1313,48.2251,74.347,42.1969,44.3203,25.1514,47.0424,59.6181,46.1109,42.3602,19.3833,41.8502,57.2687,37.4449,44.9275,22.4077,40.8612,67.6626,41.7399,51.0582,33.1126,60.9272,72.8477,52.9801,47.6812,27.5762,49.3469,62.4093,42.09,-1,Avian,B3.6
-1,EPI_ISL_18914533|A/domesticgoose/Minnesota/24-000764-003-original/2024|2024.008,42.0341,19.4118,38.2353,65.8824,39.4118,43.9232,17.7809,44.808,82.5036,41.2518,48.2597,28.1313,48.2251,74.347,42.1969,44.3203,25.1514,47.0424,59.6181,46.1109,42.3602,19.3833,41.8502,57.2687,37.4449,44.8836,21.9684,40.8612,67.6626,41.7399,51.0582,33.1126,60.9272,72.8477,52.9801,47.6812,27.5762,49.3469,62.4093,42.09,-1,Avian,B3.6
-1,EPI_ISL_19014384|A/dairycow/Texas/24-008749-001-original/2024|2024.216,41.8577,19.4118,38.8235,65.8824,38.2353,43.9943,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.3667,23.2865,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,47.971,26.1248,49.3469,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19014386|A/dairycow/Texas/24-008749-003-original/2024|2024.216,41.8577,19.4118,38.8235,65.8824,38.2353,43.9943,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.4106,23.2865,46.1336,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,47.971,26.1248,49.3469,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19014388|A/dairycow/Texas/24-008749-004-original/2024|2024.216,41.8577,19.4118,38.8235,65.8824,38.2353,43.9943,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.3667,23.2865,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,47.971,26.1248,49.3469,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19014390|A/dairycow/Texas/24-008749-005-original/2024|2024.216,41.8577,19.4118,38.8235,65.8824,38.2353,43.9943,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.3667,23.2865,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,47.971,26.1248,49.3469,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19014392|A/dairycow/Texas/24-008749-006-original/2024|2024.216,41.7402,19.4118,38.2353,65.2941,38.2353,43.9232,17.7809,44.0967,81.7923,42.6743,47.5234,24.1125,46.2157,71.6678,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3162,18.9427,41.8502,57.7093,37.8855,45.3667,23.2865,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1159,27.5762,49.3469,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19014394|A/dairycow/Texas/24-008749-007-original/2024|2024.216,41.8577,19.4118,38.8235,65.8824,38.2353,43.9943,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.3667,23.2865,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,47.971,26.1248,49.3469,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19014396|A/Canadagoose/Wyoming/24-003692-001-original/2024|2024.066,41.8577,18.8235,38.8235,64.7059,38.8235,43.9232,17.7809,44.808,82.5036,41.963,47.5904,25.4521,45.5459,73.0074,38.848,44.2272,24.6856,47.0424,59.6181,45.6451,42.3162,18.9427,41.8502,57.7093,37.8855,45.4545,23.7258,45.6942,69.8594,38.6643,51.3228,33.1126,60.9272,72.8477,54.3046,48.1159,27.5762,47.8955,65.312,44.9927,-1,Avian,B3.13
-1,EPI_ISL_19014398|A/peregrinefalcon/California/24-005915-001-original/2024|2024.120,42.0929,19.4118,39.4118,65.8824,39.4118,43.6389,17.0697,43.3855,81.7923,41.963,47.5904,25.4521,46.2157,72.3376,38.848,44.3669,25.1514,47.0424,59.6181,46.1109,42.4042,19.3833,41.8502,57.7093,37.8855,45.235,24.1652,44.8155,68.1019,38.6643,51.1905,33.1126,60.9272,72.8477,54.3046,48.2609,27.5762,49.3469,65.312,44.9927,-1,Avian,B3.13
-1,EPI_ISL_19014400|A/skunk/NewMexico/24-006483-001-original/2024|2024.145,41.7989,18.8235,38.2353,65.2941,38.2353,44.0654,19.9147,45.5192,81.7923,41.963,47.5904,25.4521,46.2157,73.0074,38.848,44.3669,25.1514,47.5082,59.1523,46.1109,42.4483,18.5022,42.2907,58.1498,37.8855,45.235,22.4077,45.6942,68.5413,39.5431,51.3228,33.1126,60.9272,72.8477,54.3046,48.2609,27.5762,49.3469,65.312,44.9927,-1,Skunk,B3.13
-1,EPI_ISL_19014402|A/blackbird/Texas/24-008354-001-original/2024|2024.205,41.7989,19.4118,38.8235,65.2941,38.2353,43.9943,17.7809,44.808,81.7923,42.6743,47.6573,24.7823,46.2157,73.0074,38.848,44.2272,24.6856,47.0424,59.6181,46.1109,42.4042,18.9427,41.8502,58.1498,37.8855,45.3667,23.2865,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.2609,29.0276,49.3469,65.312,44.9927,-1,Avian,B3.13
-1,EPI_ISL_19014404|A/commongrackle/Texas/24-008356-001-original/2024|2024.210,41.7989,19.4118,38.8235,65.2941,38.2353,43.8522,17.7809,44.808,80.3698,42.6743,47.6573,24.7823,46.8855,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.4106,23.7258,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1159,27.5762,49.3469,65.312,44.9927,-1,Avian,B3.13
-1,EPI_ISL_19014406|A/commongrackle/Texas/24-008356-003-original/2024|2024.210,41.7989,19.4118,38.8235,65.2941,38.2353,43.9232,17.7809,44.808,80.3698,42.6743,47.7242,24.7823,47.5553,72.3376,38.848,44.3203,25.1514,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.4545,24.1652,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1159,27.5762,49.3469,65.312,44.9927,-1,Avian,B3.13
-1,EPI_ISL_19014408|A/blackbird/Texas/24-008357-001-original/2024|2024.205,41.7989,19.4118,38.8235,65.2941,38.2353,44.0654,17.7809,45.5192,81.7923,42.6743,47.6573,24.7823,46.2157,73.0074,38.848,44.4134,24.6856,47.0424,60.0838,46.1109,42.3162,18.9427,41.8502,57.7093,37.8855,45.3667,23.2865,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1159,27.5762,49.3469,65.312,44.9927,-1,Avian,B3.13
-1,EPI_ISL_19015123|A/goat/Minnesota/24-007234-003-original/2024|2024.183,41.9165,18.2353,38.2353,65.2941,39.4118,44.0654,17.7809,45.5192,81.7923,42.6743,47.7242,26.7917,48.2251,73.6772,40.8573,44.3203,24.2198,47.0424,58.6865,47.0424,42.2721,18.9427,41.4097,57.2687,37.4449,45.0154,22.8471,40.4218,68.9807,41.3005,51.1905,33.1126,60.9272,71.5232,54.3046,48.1159,27.5762,47.8955,66.7634,44.9927,-1,Goat,B3.6
-1,EPI_ISL_19015124|A/goat/Minnesota/24-007234-006-original/2024|2024.183,41.9165,18.2353,38.2353,64.7059,39.4118,44.0654,17.7809,45.5192,81.7923,42.6743,47.7242,26.7917,48.2251,73.6772,40.8573,44.3203,24.2198,47.0424,58.6865,47.0424,42.2721,18.9427,41.4097,57.2687,37.4449,45.0593,22.8471,40.4218,68.9807,41.3005,51.1905,33.1126,60.9272,71.5232,54.3046,48.1159,27.5762,47.8955,66.7634,44.9927,-1,Goat,B3.6
-1,EPI_ISL_19015125|A/goat/Minnesota/24-007234-009-original/2024|2024.183,41.9753,18.2353,38.2353,65.8824,39.4118,44.0654,17.7809,45.5192,81.7923,42.6743,47.7242,26.7917,48.2251,73.6772,40.8573,44.3203,24.2198,47.0424,58.6865,47.0424,42.2721,18.9427,41.4097,57.2687,37.4449,45.1032,22.8471,41.3005,68.9807,41.3005,51.1905,33.1126,60.9272,71.5232,54.3046,48.1159,27.5762,47.8955,66.7634,44.9927,-1,Goat,B3.6
-1,EPI_ISL_19027114|A/Texas/37/2024|2024.238,42,19.4346,38.8693,65.371,38.8693,43.9232,17.0697,44.808,81.0811,42.6743,47.5234,25.4521,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.4229,18.9594,41.8871,57.7601,37.9189,45.235,23.7258,45.2548,68.5413,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1858,29.1121,48.0349,66.9578,43.6681,-1,Human,B3.13
-1,EPI_ISL_19032063|A/dairycow/Texas/24-008749-002-v/2024|2024.216,41.7989,19.4118,38.2353,65.8824,38.2353,43.9943,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.3667,23.2865,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,47.971,26.1248,49.3469,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19054390|A/feline/Texas/24-008764-001-original/2024|2024.221,41.7989,19.4118,38.8235,65.2941,38.2353,43.9943,17.7809,44.808,80.3698,43.3855,47.5904,24.7823,46.2157,72.3376,38.1782,44.2737,24.6856,47.0424,59.6181,46.1109,42.3162,18.9427,41.8502,57.2687,37.8855,45.4545,24.1652,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1159,27.5762,49.3469,65.312,44.9927,-1,Feline,B3.13
-1,EPI_ISL_19054391|A/feline/Texas/24-008764-002-original/2024|2024.221,41.7989,19.4118,38.8235,65.2941,38.2353,43.9943,17.7809,44.808,80.3698,43.3855,47.5904,24.7823,46.2157,72.3376,38.1782,44.3203,24.6856,47.0424,60.0838,46.1109,42.3162,18.9427,41.8502,57.2687,37.8855,45.4545,24.1652,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1159,27.5762,49.3469,65.312,44.9927,-1,Feline,B3.13
-1,EPI_ISL_19054392|A/feline/Texas/24-008850-001-original/2024|2024.216,41.7989,19.4118,38.8235,65.2941,38.2353,43.9943,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.4106,23.2865,45.6942,69.8594,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1159,27.5762,49.3469,65.312,44.9927,-1,Feline,B3.13
-1,EPI_ISL_19054393|A/feline/Texas/24-008850-002-original/2024|2024.216,41.7989,19.4118,38.8235,65.2941,38.2353,43.9943,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.4106,23.2865,45.6942,69.8594,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1159,27.5762,49.3469,65.312,44.9927,-1,Feline,B3.13
-1,EPI_ISL_19054394|A/feline/NewMexico/24-009116-002-original/2024|2024.216,41.7402,19.4118,38.8235,65.2941,37.6471,43.9232,17.7809,44.808,81.7923,42.6743,47.6573,24.7823,46.8855,72.3376,38.848,44.3203,24.6856,47.0424,60.0838,46.1109,42.3602,18.5022,42.2907,57.7093,37.8855,45.4106,23.2865,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.2609,27.5762,50.7983,66.7634,44.9927,-1,Feline,B3.13
-1,EPI_ISL_19054395|A/feline/NewMexico/24-009116-004-original/2024|2024.216,41.7402,19.4118,38.8235,65.2941,37.6471,43.9232,17.7809,44.808,81.7923,42.6743,47.6573,24.7823,46.8855,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.5022,42.2907,57.7093,37.8855,45.4106,23.2865,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.2609,27.5762,50.7983,66.7634,44.9927,-1,Feline,B3.13
-1,EPI_ISL_19054396|A/feline/NewMexico/24-009116-005-original/2024|2024.216,41.7402,19.4118,38.8235,65.2941,37.6471,43.9232,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.8855,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.5022,42.2907,57.7093,37.8855,45.4106,23.2865,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.2609,27.5762,50.7983,66.7634,44.9927,-1,Feline,B3.13
-1,EPI_ISL_19054397|A/feline/Texas/24-009311-004-original/2024|2024.205,41.7989,19.4118,38.8235,65.2941,38.2353,43.9943,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.4106,23.2865,45.6942,69.8594,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1159,27.5762,49.3469,65.312,44.9927,-1,Feline,B3.13
-1,EPI_ISL_19054398|A/feline/USA/24-009311-006-original/2024|2024.205,41.7989,19.4118,38.8235,65.2941,38.2353,43.9232,17.0697,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.4106,23.2865,45.6942,69.8594,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1159,27.5762,49.3469,65.312,44.9927,-1,Feline,B3.13
-1,EPI_ISL_19064388|A/hoodedmerganser/SouthCarolina/W24-028/2024|2024.025,42.1517,18.8235,38.2353,65.2941,41.1765,44.1365,19.2034,44.0967,81.7923,42.6743,47.7912,28.1313,47.5553,75.6865,35.499,44.7858,23.2883,47.9739,63.81,51.7,42.8446,18.5022,40.9692,59.9119,39.207,45.7181,24.6046,43.058,70.7381,43.058,50.3968,33.1126,59.6026,71.5232,51.6556,47.5362,23.2221,49.3469,68.2148,55.1524,-1,Avian,C2.1
-1,EPI_ISL_19064404|A/woodduck/NorthCarolina/W24-026/2024|2024.008,42.1517,18.2353,38.2353,65.2941,41.1765,44.2075,19.9147,43.3855,82.5036,41.963,47.7912,27.4615,47.5553,76.3563,36.1688,44.879,23.2883,48.4397,64.7415,51.2343,42.8005,18.5022,41.4097,59.9119,39.207,45.6302,24.1652,43.058,70.7381,43.058,50.2646,33.1126,59.6026,71.5232,50.3311,47.1014,23.2221,47.8955,63.8607,55.1524,-1,Avian,C2.1
-1,EPI_ISL_19083124|A/MountainLion/Montana/01/2024|2024.153,41.8577,19.4118,38.2353,65.2941,38.8235,43.5679,17.0697,44.0967,81.7923,41.2518,47.8581,26.7917,48.2251,73.6772,40.8573,44.1806,24.6856,47.0424,58.6865,46.1109,42.1841,18.5022,41.8502,57.7093,36.5639,44.8836,22.4077,40.4218,67.6626,42.1793,51.3228,33.1126,60.9272,72.8477,54.3046,47.971,27.5762,47.8955,63.8607,43.5414,-1,Mountain_Lion,B3.6
-1,EPI_ISL_19088565|A/dairycow/Texas/24-029328-01/2024|2024.216,41.8577,19.4118,38.8235,65.8824,38.2353,43.9943,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.4106,23.2865,46.1336,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,47.971,26.1248,49.3469,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19088566|A/dairycow/Texas/24-029328-02/2024|2024.216,41.7402,19.4118,38.2353,65.2941,38.2353,43.9232,17.7809,44.0967,81.7923,42.6743,47.5234,24.1125,46.2157,71.6678,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3162,18.9427,41.8502,57.7093,37.8855,45.3667,23.2865,45.6942,69.42,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1159,27.5762,49.3469,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19088567|A/feline/Texas/24-029329-01/2024|2024.216,41.7989,19.4118,38.8235,65.2941,38.2353,43.9943,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.4106,23.2865,45.6942,69.8594,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1159,27.5762,49.3469,65.312,44.9927,-1,Feline,B3.13
-1,EPI_ISL_19088568|A/feline/Texas/24-029329-02/2024|2024.216,41.7989,19.4118,38.8235,65.2941,38.2353,43.9943,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2737,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.4106,23.2865,45.6942,69.8594,38.6643,51.0582,33.1126,59.6026,70.1987,54.3046,48.1159,27.5762,49.3469,65.312,44.9927,-1,Feline,B3.13
-1,EPI_ISL_19091159|A/dairycow/Kansas/5/2024|2024.249(Dayunknown),41.7893,18.8679,38.9151,66.6274,38.3255,43.9943,17.7809,44.808,81.7923,42.6743,47.6573,24.7823,46.2157,73.0074,38.848,44.2272,24.2198,46.5766,59.6181,46.1109,42.3602,18.9427,41.8502,57.7093,37.8855,45.4545,23.2865,45.6942,69.8594,39.1037,51.0582,33.1126,59.6026,70.1987,54.3046,47.8261,26.1248,49.3469,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19091187|A/dairycow/Ohio/B24OSU-UW13-869/2024|2024.260,41.7989,19.4118,38.8235,65.2941,38.2353,43.9943,17.7809,44.808,81.7923,43.3855,47.6573,24.7823,46.8855,72.3376,38.848,44.2272,24.6856,46.5766,59.6181,46.1109,42.4042,18.9427,41.8502,57.7093,38.7665,45.4106,23.2865,45.6942,69.42,39.1037,51.0582,33.1126,59.6026,70.1987,54.3046,47.971,27.5762,49.3469,63.8607,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19091188|A/dairycow/Ohio/B24OSU-UW12-871/2024|2024.260,41.7989,19.4118,38.8235,65.2941,38.2353,43.9943,17.7809,44.808,81.7923,43.3855,47.6573,24.7823,46.8855,72.3376,38.848,44.3669,24.6856,47.0424,60.0838,46.1109,42.4042,18.9427,41.8502,57.7093,38.7665,45.4106,23.2865,45.6942,69.42,39.1037,51.0582,33.1126,59.6026,70.1987,54.3046,47.971,27.5762,49.3469,63.8607,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19091189|A/dairycow/Ohio/B24OSU-UW11-863/2024|2024.260,41.7989,19.4118,38.8235,65.2941,38.2353,43.9943,17.7809,44.808,81.7923,43.3855,47.6573,24.7823,46.8855,72.3376,38.848,44.3669,24.6856,47.0424,60.0838,46.1109,42.4042,18.9427,41.8502,57.7093,38.7665,45.4106,23.2865,45.6942,69.42,39.1037,51.0582,33.1126,59.6026,70.1987,54.3046,47.971,27.5762,49.3469,63.8607,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19091701|A/dairycow/NewMexico/A240920343-90/2024|2024.000,41.7989,19.4118,38.8235,65.2941,38.8235,43.9232,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2272,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,42.2907,57.7093,38.326,45.3667,23.2865,45.6942,69.42,38.6643,50.7937,33.1126,58.2781,68.8742,54.3046,48.1159,29.0276,50.7983,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19091702|A/dairycow/NewMexico/A240920343-93/2024|2024.000,41.7989,19.4118,38.8235,65.2941,38.8235,43.9232,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2012,24.7086,47.0862,59.2075,46.1538,42.4042,18.9427,42.2907,58.5903,38.326,45.3667,23.2865,45.6942,69.42,38.6643,50.9259,33.1126,59.6026,68.8742,54.3046,48.1159,29.0276,50.7983,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19091703|A/dairycow/NewMexico/A240920343-96/2024|2024.000,41.7989,19.4118,38.8235,65.2941,38.8235,43.9232,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2272,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,42.2907,57.7093,38.326,45.3667,23.2865,45.6942,69.42,38.6643,50.9259,33.1126,59.6026,68.8742,54.3046,48.2609,29.0276,50.7983,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19091704|A/dairycow/NewMexico/A240920343-99/2024|2024.000,41.7989,19.4118,38.8235,65.2941,38.8235,43.8834,17.094,44.8718,81.9088,42.735,47.5904,24.7823,46.2157,72.3376,38.848,44.2272,24.6856,47.0424,59.6181,46.1109,42.3535,18.9762,42.3654,57.8111,38.3936,45.3427,23.3069,45.7344,69.4811,38.6983,50.9259,33.1126,59.6026,68.8742,54.3046,48.1159,29.0276,50.7983,65.312,44.9927,-1,Cattle,B3.13
-1,EPI_ISL_19091705|A/dairycow/NewMexico/A240920343-105/2024|2024.000,41.7989,19.4118,38.8235,65.2941,38.8235,43.9232,17.7809,44.808,81.7923,42.6743,47.5904,24.7823,46.2157,72.3376,38.848,44.2272,24.6856,47.0424,59.6181,46.1109,42.3602,18.9427,42.2907,57.7093,38.326,45.3667,23.2865,45.6942,69.42,38.6643,50.9259,33.1126,59.6026,68.8742,54.3046,48.1159,29.0276,50.7983,65.312,44.9927,-1,Cattle,B3.13
