-1 1:42.5431 2:19.6195 3:39.8335 4:62.4257 5:32.1046 6:42.6752 7:16.2890 8:39.6601 9:67.9887 10:41.0765 11:47.8581 12:27.4615 13:46.8855 14:73.6772 15:41.5271 16:44.4600 17:25.1514 18:47.5082 19:61.4811 20:46.1109 21:44.2096 22:20.7048 23:40.5286 24:62.9956 25:44.4934 26:45.1910 27:24.1652 28:46.1336 29:69.8594 30:37.7856 31:50.7937 32:31.7881 33:70.1987 34:78.1457 35:46.3576 36:46.5217 37:26.1248 38:47.8955 39:65.3120 40:43.5414
-1 1:42.6025 2:17.8359 3:41.6171 4:61.8312 5:32.6992 6:43.8522 7:23.4708 8:41.2518 9:77.5249 10:41.9630 11:47.7242 12:25.4521 13:45.5459 14:75.6865 15:38.1782 16:44.6927 17:28.8775 18:47.5082 19:58.6865 20:49.3712 21:44.0335 22:20.2643 23:41.8502 24:61.6740 25:42.2907 26:44.4444 27:20.2109 28:42.6186 29:68.1019 30:38.2250 31:50.6614 32:33.1126 33:68.8742 34:75.4967 35:51.6556 36:46.3768 37:26.1248 38:46.4441 39:63.8607 40:43.5414
-1 1:42.4837 2:16.6468 3:41.6171 4:62.4257 5:32.1046 6:42.6044 7:16.2890 8:39.6601 9:67.2805 10:43.2011 11:47.5904 12:22.1031 13:46.8855 14:75.6865 15:36.8386 16:44.5531 17:24.2198 18:46.5766 19:58.6865 20:49.8370 21:43.8133 22:18.0617 23:41.4097 24:61.2335 25:44.0529 26:44.8836 27:23.2865 28:44.8155 29:69.8594 30:39.5431 31:51.3228 32:34.4371 33:64.9007 34:76.8212 35:54.3046 36:44.2029 37:23.2221 38:40.6386 39:60.9579 40:46.4441
-1 1:43.1967 2:19.0250 3:41.0226 4:67.1819 5:32.6992 6:44.1844 7:22.7111 8:40.4542 9:75.2307 10:42.5834 11:47.1218 12:26.1219 13:45.5459 14:73.0074 15:36.8386 16:44.2737 17:23.7541 18:46.1109 19:58.6865 20:47.5082 21:44.1656 22:19.3833 23:39.6476 24:62.5551 25:43.6123 26:45.3228 27:24.6046 28:43.9367 29:71.1775 30:41.3005 31:51.1905 32:31.7881 33:67.5497 34:78.1457 35:49.0066 36:46.6667 37:26.1248 38:49.3469 39:66.7634 40:40.6386
-1 1:44.1474 2:23.1867 3:42.8062 4:65.3983 5:35.0773 6:43.2318 7:18.4659 8:41.1932 9:67.4716 10:48.2955 11:47.7242 12:24.7823 13:45.5459 14:76.3563 15:36.8386 16:44.2737 17:24.6856 18:46.1109 19:62.8784 20:47.0424 21:43.7693 22:20.2643 23:40.0881 24:62.1145 25:44.4934 26:45.0142 27:22.8029 28:44.6556 29:69.3587 30:38.9549 31:51.3228 32:31.7881 33:67.5497 34:79.4702 35:52.9801 36:46.5217 37:24.6734 38:49.3469 39:66.7634 40:44.9927
-1 1:43.8503 2:20.8086 3:40.4281 4:67.1819 5:33.2937 6:43.0998 7:19.1218 8:39.6601 9:67.2805 10:47.4504 11:47.5234 12:22.1031 13:44.8761 14:77.0261 15:36.8386 16:44.4600 17:24.2198 18:46.1109 19:62.8784 20:47.0424 21:43.9014 22:21.5859 23:39.6476 24:61.6740 25:45.8150 26:45.3258 27:23.6183 28:45.3472 29:72.2721 30:39.2064 31:50.7937 32:30.4636 33:64.9007 34:79.4702 35:51.6556 36:46.2319 37:26.1248 38:47.8955 39:66.7634 40:43.5414
-1 1:43.9097 2:21.4031 3:41.6171 4:65.9929 5:33.2937 6:43.0595 7:18.4397 8:39.0071 9:67.3759 10:47.5177 11:47.4565 12:22.1031 13:44.8761 14:76.3563 15:36.8386 16:44.4600 17:24.2198 18:46.1109 19:62.4127 20:48.9054 21:44.0335 22:21.5859 23:39.6476 24:62.1145 25:45.8150 26:45.1507 27:23.5516 28:45.2190 29:70.1837 30:39.5667 31:50.8609 32:30.5445 33:65.0730 34:79.6813 35:51.7928 36:46.3768 37:27.5762 38:47.8955 39:66.7634 40:44.9927
-1 1:43.7908 2:21.9976 3:41.0226 4:65.3983 5:33.2937 6:43.0290 7:19.1218 8:39.6601 9:67.2805 10:47.4504 11:47.5234 12:22.1031 13:44.8761 14:77.6959 15:36.8386 16:44.3669 17:24.2198 18:46.1109 19:62.4127 20:47.0424 21:43.9894 22:21.5859 23:39.2070 24:62.5551 25:45.8150 26:45.1567 27:23.2779 28:44.6556 29:70.7838 30:38.4798 31:50.7937 32:30.4636 33:64.9007 34:79.4702 35:51.6556 36:46.2319 37:26.1248 38:47.8955 39:66.7634 40:43.5414
-1 1:43.4938 2:18.4304 3:41.6171 4:65.9929 5:33.8882 6:45.1064 7:22.7111 8:45.4223 9:75.2307 10:44.7126 11:47.3896 12:24.7823 13:45.5459 14:74.3470 15:40.8573 16:44.0410 17:25.1514 18:47.5082 19:57.7550 20:47.9739 21:43.5796 22:20.6775 23:37.8355 24:59.8328 25:41.3550 26:44.8397 27:22.4077 28:43.0580 29:69.8594 30:38.6643 31:50.3968 32:30.4636 33:67.5497 34:72.8477 35:49.0066 36:44.4928 37:23.2221 38:42.0900 39:60.9579 40:47.8955
-1 1:43.4938 2:18.4304 3:41.6171 4:65.9929 5:33.8882 6:45.1064 7:22.7111 8:45.4223 9:75.2307 10:44.7126 11:47.8581 12:26.1219 13:45.5459 14:76.3563 15:40.8573 16:43.9944 17:25.1514 18:47.0424 19:57.7550 20:47.9739 21:43.5796 22:20.6775 23:37.8355 24:59.8328 25:41.3550 26:44.8397 27:22.4077 28:43.0580 29:69.8594 30:38.6643 31:50.5291 32:30.4636 33:67.5497 34:72.8477 35:49.0066 36:44.4928 37:23.2221 38:42.0900 39:60.9579 40:47.8955
-1 1:42.6619 2:17.2414 3:42.2117 4:63.0202 5:35.0773 6:43.5679 7:17.7809 8:34.1394 9:72.5462 10:48.3642 11:47.9250 12:24.7823 13:47.5553 14:76.3563 15:39.5177 16:44.5531 17:23.7541 18:47.9739 19:59.6181 20:48.9054 21:43.9454 22:19.8238 23:39.2070 24:61.2335 25:43.6123 26:45.2789 27:23.7258 28:44.3761 29:72.4956 30:39.9824 31:51.5873 32:33.1126 33:67.5497 34:78.1457 35:54.3046 36:46.0870 37:26.1248 38:46.4441 39:63.8607 40:39.1872
-1 1:43.0440 2:17.8571 3:42.2619 4:64.2857 5:32.7381 6:43.6170 7:16.3236 8:44.7126 9:66.7140 10:40.4542 11:47.7242 12:28.8011 13:44.8761 14:70.9980 15:40.8573 16:44.4600 17:25.1514 18:49.3712 19:61.9469 20:48.9054 21:44.1215 22:20.2643 23:42.2907 24:63.4361 25:42.2907 26:45.1471 27:24.6046 28:45.6942 29:70.2988 30:38.6643 31:50.3968 32:30.4636 33:66.2252 34:74.1722 35:49.0066 36:46.5217 37:26.1248 38:46.4441 39:65.3120 40:43.5414
-1 1:43.0184 2:17.8359 3:42.2117 4:65.3983 5:32.6992 6:43.1414 7:17.7809 8:34.1394 9:71.1238 10:49.0754 11:47.1888 12:27.4615 13:45.5459 14:71.6678 15:39.5177 16:44.0875 17:24.2198 18:46.5766 19:57.7550 20:48.4397 21:44.2536 22:20.7048 23:40.9692 24:62.9956 25:44.0529 26:44.7079 27:24.1652 28:42.1793 29:72.0562 30:38.6643 31:50.7937 32:33.1126 33:67.5497 34:72.8477 35:51.6556 36:46.3768 37:24.6734 38:44.9927 39:63.8607 40:43.5414
-1 1:42.9590 2:19.0250 3:42.8062 4:65.3983 5:33.8882 6:44.0426 7:17.7431 8:46.1320 9:71.6820 10:46.8417 11:48.3936 12:27.4615 13:48.2251 14:79.0355 15:38.8480 16:44.3669 17:25.1514 18:45.1793 19:61.0154 20:46.1109 21:44.0775 22:20.2643 23:41.8502 24:61.6740 25:41.8502 26:45.2350 27:22.4077 28:44.3761 29:72.4956 30:40.8612 31:50.2646 32:30.4636 33:64.9007 34:75.4967 35:45.0331 36:44.4928 37:21.7707 38:46.4441 39:63.8607 40:43.5414
-1 1:43.0184 2:19.0250 3:42.8062 4:64.8038 5:34.4828 6:43.9007 7:17.7431 8:46.1320 9:70.2626 10:45.4223 11:48.3266 12:26.7917 13:48.2251 14:77.6959 15:38.8480 16:44.3669 17:25.1514 18:45.6451 19:60.5496 20:46.1109 21:44.2096 22:20.2643 23:41.8502 24:62.1145 25:42.7313 26:45.3667 27:23.2865 28:44.3761 29:72.9350 30:41.7399 31:50.3968 32:30.4636 33:64.9007 34:75.4967 35:45.0331 36:44.6377 37:21.7707 38:46.4441 39:63.8607 40:44.9927
-1 1:43.0184 2:19.6195 3:42.8062 4:64.8038 5:34.4828 6:43.9716 7:17.0334 8:46.8417 9:70.2626 10:46.1320 11:48.5944 12:27.4615 13:48.8948 14:77.6959 15:40.8573 16:44.3203 17:25.1514 18:45.1793 19:60.5496 20:46.1109 21:44.2096 22:20.2643 23:42.2907 24:61.6740 25:42.2907 26:45.3228 27:23.2865 28:44.8155 29:72.4956 30:40.8612 31:50.3968 32:30.4636 33:64.9007 34:75.4967 35:46.3576 36:44.6377 37:21.7707 38:46.4441 39:63.8607 40:44.9927
-1 1:42.7213 2:17.2414 3:43.4007 4:64.8038 5:31.5101 6:42.7150 7:14.9360 8:32.7169 9:72.5462 10:48.3642 11:47.5904 12:26.7917 13:46.2157 14:72.3376 15:39.5177 16:43.9013 17:24.6856 18:45.1793 19:56.8235 20:48.4397 21:43.9894 22:19.8238 23:41.4097 24:61.2335 25:43.1718 26:44.7079 27:23.7258 28:43.4974 29:66.3445 30:38.2250 31:50.7937 32:34.4371 33:67.5497 34:75.4967 35:49.0066 36:46.8116 37:26.1248 38:47.8955 39:63.8607 40:44.9927
-1 1:42.7807 2:17.2414 3:42.8062 4:64.8038 5:31.5101 6:42.6439 7:14.9360 8:32.7169 9:72.5462 10:48.3642 11:47.5904 12:26.7917 13:46.2157 14:72.3376 15:39.5177 16:43.9013 17:24.6856 18:44.7136 19:57.2892 20:48.4397 21:44.0335 22:20.2643 23:41.4097 24:61.2335 25:43.1718 26:44.6640 27:23.2865 28:43.4974 29:66.3445 30:38.2250 31:50.7937 32:34.4371 33:67.5497 34:75.4967 35:49.0066 36:46.6667 37:26.1248 38:47.8955 39:63.8607 40:44.9927
-1 1:42.7213 2:17.2414 3:42.8062 4:64.8038 5:31.5101 6:42.5018 7:14.9360 8:32.7169 9:71.8350 10:48.3642 11:47.5904 12:26.7917 13:46.2157 14:72.3376 15:39.5177 16:43.9479 17:24.6856 18:45.1793 19:57.2892 20:48.4397 21:43.9894 22:19.8238 23:41.4097 24:61.2335 25:43.1718 26:44.6640 27:23.7258 28:43.4974 29:66.3445 30:38.2250 31:50.7937 32:34.4371 33:67.5497 34:75.4967 35:49.0066 36:46.8116 37:26.1248 38:47.8955 39:63.8607 40:46.4441
-1 1:42.7213 2:17.2414 3:42.8062 4:64.8038 5:31.5101 6:42.5018 7:14.9360 8:32.7169 9:71.8350 10:48.3642 11:47.5904 12:26.7917 13:46.2157 14:72.3376 15:39.5177 16:43.9479 17:24.6856 18:45.1793 19:57.2892 20:48.4397 21:43.9894 22:19.8238 23:41.4097 24:61.2335 25:43.1718 26:44.6640 27:23.7258 28:43.4974 29:66.3445 30:38.2250 31:50.7937 32:34.4371 33:67.5497 34:75.4967 35:49.0066 36:46.8116 37:26.1248 38:47.8955 39:63.8607 40:46.4441
-1 1:42.7213 2:17.2414 3:42.8062 4:64.8038 5:31.5101 6:42.4307 7:14.9360 8:32.7169 9:71.8350 10:48.3642 11:47.5904 12:26.7917 13:46.2157 14:72.3376 15:39.5177 16:43.9479 17:24.6856 18:45.1793 19:57.2892 20:48.4397 21:43.9894 22:19.8238 23:41.4097 24:61.2335 25:43.1718 26:44.6640 27:23.7258 28:43.4974 29:66.3445 30:38.2250 31:50.7937 32:34.4371 33:67.5497 34:75.4967 35:49.0066 36:46.8116 37:26.1248 38:47.8955 39:63.8607 40:46.4441
-1 1:42.6619 2:17.2414 3:42.8062 4:64.2093 5:31.5101 6:42.5320 7:14.9573 8:32.7635 9:71.9373 10:48.4330 11:47.5904 12:26.7917 13:46.2157 14:72.3376 15:39.5177 16:43.9479 17:24.6856 18:45.1793 19:57.2892 20:48.4397 21:43.9894 22:19.8238 23:41.4097 24:61.2335 25:43.1718 26:44.7519 27:23.7258 28:43.4974 29:66.7838 30:38.2250 31:50.7937 32:34.4371 33:67.5497 34:75.4967 35:49.0066 36:46.6667 37:26.1248 38:47.8955 39:63.8607 40:44.9927
-1 1:42.6619 2:17.2414 3:42.8062 4:64.2093 5:31.5101 6:42.5018 7:14.9360 8:32.7169 9:71.8350 10:48.3642 11:47.6573 12:26.7917 13:46.8855 14:72.3376 15:39.5177 16:43.9479 17:24.6856 18:45.1793 19:57.2892 20:48.4397 21:43.9894 22:19.8238 23:41.4097 24:61.2335 25:43.1718 26:44.6640 27:23.7258 28:43.4974 29:66.3445 30:38.2250 31:50.7937 32:34.4371 33:67.5497 34:75.4967 35:49.0066 36:46.8116 37:26.1248 38:47.8955 39:63.8607 40:46.4441
-1 1:42.9590 2:17.8359 3:43.4007 4:67.1819 5:31.5101 6:43.2836 7:14.9360 8:34.8506 9:66.8563 10:47.6529 11:46.3855 12:23.4427 13:48.8948 14:67.6490 15:38.8480 16:44.6462 17:26.5487 18:45.1793 19:59.6181 20:47.9739 21:43.4916 22:20.2376 23:39.1553 24:57.1931 25:43.5548 26:44.8836 27:21.9684 28:44.8155 29:67.2232 30:42.6186 31:51.3228 32:34.4371 33:68.8742 34:75.4967 35:52.9801 36:46.2319 37:26.1248 38:44.9927 39:62.4093 40:43.5414
-1 1:43.7908 2:18.4304 3:42.8062 4:68.3710 5:32.1046 6:42.6439 7:13.5135 8:43.3855 9:67.5676 10:38.4068 11:47.6573 12:28.8011 13:46.2157 14:70.9980 15:40.8573 16:43.8547 17:22.8225 18:46.5766 19:57.7550 20:47.0424 21:43.6675 22:20.2376 23:37.8355 24:58.9529 25:41.7950 26:45.0154 27:21.9684 28:43.9367 29:69.8594 30:39.1037 31:50.3968 32:30.4636 33:68.8742 34:78.1457 35:42.3841 36:46.3768 37:24.6734 38:49.3469 39:66.7634 40:37.7358
-1 1:43.7908 2:18.4304 3:42.8062 4:68.3710 5:32.1046 6:42.6439 7:13.5135 8:43.3855 9:67.5676 10:38.4068 11:47.6573 12:28.8011 13:46.2157 14:70.9980 15:40.8573 16:43.8547 17:22.8225 18:46.5766 19:57.7550 20:47.0424 21:43.6675 22:20.2376 23:37.8355 24:58.9529 25:41.7950 26:45.0154 27:21.9684 28:43.9367 29:69.8594 30:39.1037 31:50.3968 32:30.4636 33:68.8742 34:78.1457 35:42.3841 36:46.3768 37:24.6734 38:49.3469 39:66.7634 40:37.7358
-1 1:43.0184 2:18.4304 3:41.0226 4:66.5874 5:30.9156 6:44.1135 7:22.7111 8:40.4542 9:76.6501 10:42.5834 11:47.2557 12:24.1125 13:46.2157 14:71.6678 15:38.8480 16:44.7858 17:26.0829 18:47.0424 19:61.0154 20:48.9054 21:44.1656 22:20.7048 23:41.8502 24:62.5551 25:43.1718 26:45.2350 27:25.0439 28:44.8155 29:71.6169 30:39.9824 31:51.4550 32:34.4371 33:66.2252 34:75.4967 35:55.6291 36:46.9565 37:27.5762 38:49.3469 39:66.7634 40:43.5414
-1 1:43.5532 2:18.4304 3:42.2117 4:65.9929 5:31.5101 6:43.9686 7:22.1429 8:40.7143 9:75.0000 10:40.7143 11:47.3226 12:26.7917 13:46.2157 14:72.3376 15:36.1688 16:44.3203 17:25.6171 18:45.1793 19:60.5496 20:47.9739 21:44.3417 22:18.9427 23:41.8502 24:62.5551 25:44.9339 26:44.5762 27:21.0896 28:42.6186 29:67.6626 30:37.7856 31:50.9259 32:34.4371 33:67.5497 34:78.1457 35:52.9801 36:46.2319 37:24.6734 38:49.3469 39:66.7634 40:39.1872
-1 1:43.5532 2:18.4304 3:42.2117 4:65.9929 5:31.5101 6:43.9716 7:22.7111 8:40.4542 9:74.5209 10:41.1639 11:47.3226 12:26.7917 13:46.2157 14:72.3376 15:36.1688 16:44.3203 17:25.6171 18:45.1793 19:60.5496 20:47.9739 21:44.3417 22:18.9427 23:41.8502 24:62.5551 25:44.9339 26:44.5762 27:21.0896 28:42.6186 29:67.6626 30:37.7856 31:50.9259 32:34.4371 33:67.5497 34:78.1457 35:52.9801 36:46.2319 37:24.6734 38:49.3469 39:66.7634 40:39.1872
-1 1:43.7314 2:19.6195 3:42.2117 4:67.7765 5:32.6992 6:42.7459 7:18.4136 8:37.5354 9:64.4476 10:42.4929 11:47.3226 12:22.7729 13:48.2251 14:74.3470 15:37.5084 16:44.1806 17:27.4802 18:46.1109 19:58.2208 20:47.9739 21:44.2536 22:20.2643 23:41.4097 24:62.5551 25:44.0529 26:45.0154 27:21.5290 28:44.3761 29:70.7381 30:38.2250 31:51.4550 32:34.4371 33:68.8742 34:78.1457 35:54.3046 36:46.0870 37:26.1248 38:47.8955 39:63.8607 40:42.0900
-1 1:43.6720 2:19.6195 3:41.0226 4:68.9655 5:32.6992 6:43.4043 7:16.3236 8:44.0028 9:66.0043 10:38.3251 11:47.3543 12:26.8276 13:44.2656 14:74.4467 15:36.8880 16:44.6462 17:23.2883 18:48.4397 19:61.0154 20:48.4397 21:43.7115 22:20.2376 23:38.2754 24:59.3929 25:42.2349 26:44.9275 27:22.4077 28:43.4974 29:68.9807 30:37.3462 31:50.5291 32:31.7881 33:67.5497 34:75.4967 35:47.6821 36:46.5217 37:26.1248 38:47.8955 39:63.8607 40:43.5414
-1 1:43.6720 2:19.6195 3:41.0226 4:68.9655 5:32.6992 6:43.4043 7:16.3236 8:44.0028 9:66.0043 10:38.3251 11:47.1888 12:26.7917 13:44.2063 14:73.0074 15:36.8386 16:44.6927 17:23.2883 18:48.4397 19:61.0154 20:48.4397 21:43.7115 22:20.2376 23:38.2754 24:59.3929 25:42.2349 26:44.9275 27:22.4077 28:43.4974 29:68.9807 30:37.3462 31:50.5291 32:31.7881 33:67.5497 34:75.4967 35:47.6821 36:46.5217 37:26.1248 38:47.8955 39:63.8607 40:43.5414
-1 1:43.6720 2:19.6195 3:41.0226 4:68.9655 5:32.6992 6:43.4043 7:16.3236 8:44.0028 9:66.0043 10:38.3251 11:47.3226 12:27.4615 13:44.2063 14:73.6772 15:36.8386 16:44.6462 17:23.2883 18:48.4397 19:61.0154 20:48.4397 21:43.7115 22:20.2376 23:38.2754 24:59.3929 25:42.2349 26:44.9275 27:22.4077 28:43.4974 29:68.9807 30:37.3462 31:50.5291 32:31.7881 33:67.5497 34:75.4967 35:47.6821 36:46.5217 37:26.1248 38:47.8955 39:63.8607 40:43.5414
-1 1:43.4343 2:19.0250 3:42.8062 4:68.9655 5:31.5101 6:42.6044 7:18.4136 8:37.5354 9:65.8640 10:42.4929 11:46.8541 12:24.1125 13:44.2063 14:70.3282 15:39.5177 16:44.2272 17:26.0829 18:46.1109 19:57.7550 20:48.4397 21:44.3417 22:21.1454 23:42.2907 24:62.1145 25:43.1718 26:45.0593 27:21.9684 28:43.4974 29:70.2988 30:39.9824 31:50.0000 32:31.7881 33:66.2252 34:71.5232 35:46.3576 36:46.3768 37:26.1248 38:46.4441 39:62.4093 40:43.5414
-1 1:42.6619 2:16.6468 3:42.8062 4:64.2093 5:32.1046 6:45.0355 7:22.0014 8:46.1320 9:70.9723 10:48.9709 11:47.3226 12:23.4427 13:45.5459 14:75.6865 15:36.8386 16:43.8082 17:20.9595 18:48.9054 19:59.6181 20:42.3847 21:43.2409 22:17.6211 23:44.0529 24:61.6740 25:40.5286 26:44.7519 27:20.2109 28:43.0580 29:72.4956 30:39.1037 31:49.8677 32:27.8146 33:70.1987 34:72.8477 35:51.6556 36:46.5217 37:26.1248 38:44.9927 39:60.9579 40:44.9927
-1 1:43.3155 2:17.2414 3:41.6171 4:68.3710 5:32.6992 6:43.5015 7:22.1882 8:37.4904 9:67.3298 10:42.8462 11:46.7202 12:23.4427 13:44.8761 14:70.9980 15:35.4990 16:44.3669 17:26.0829 18:47.5082 19:57.7550 20:50.7685 21:43.7555 22:18.0378 23:40.9151 24:62.0326 25:43.1148 26:45.1471 27:24.1652 28:45.6942 29:68.1019 30:38.6643 31:50.7937 32:33.1126 33:68.8742 34:76.8212 35:46.3576 36:46.0870 37:26.1248 38:47.8955 39:63.8607 40:40.6386
