name	clade
A/duck/Shanghai/1/2000|EPI_ISL_68382|A_/_H5N0||2000-01-01	0
A/chicken/Shantou/2535/2001|EPI_ISL_15614|A_/_H5N1||2001-01-01	0
A/Goose/Huadong/1/2000|EPI_ISL_9775|A_/_H5N1||2000-01-01	0
A/Ph/HK/sv675_14/02|EPI_ISL_3852|A_/_H5N1||2002-01-01	0
A/Ck/HK/31_2/2002|EPI_ISL_4168|A_/_H5N1||2002-01-01	0
A/SCk/HK/YU100/2002|EPI_ISL_4170|A_/_H5N1||2002-01-01	0
A/duck/Shantou/4407/2001|EPI_ISL_15616|A_/_H5N1||2001-01-01	0
A/Hong_Kong/485/1997|EPI_ISL_68652|A_/_H5N1||1997-01-01	0
A/chicken/Hong_Kong/915/97|EPI_ISL_1103|A_/_H5N1||1997-01-01	0
A/chicken/Hong_Kong/915/1997|EPI_ISL_68661|A_/_H5N0||1997-01-01	0
A/Hong_Kong/482/97|EPI_ISL_965|A_/_H5N1||1997-01-01	0
A/Goose/Hong_Kong/w355/97|EPI_ISL_1152|A_/_H5N1||1997-01-01	0
A/Hong_Kong/507/97|EPI_ISL_1187|A_/_H5N1||1997-01-01	0
A/Hong_Kong/516/97|EPI_ISL_1188|A_/_H5N1||1997-01-01	0
A/Hong_Kong/488/97|EPI_ISL_1186|A_/_H5N1||1997-01-01	0
A/Hong_Kong/486/97|EPI_ISL_1112|A_/_H5N1||1997-01-01	0
A/goose/Shantou/4325/2001|EPI_ISL_15615|A_/_H5N1||2001-01-01	0
A/chicken/Shantou/5738/2001|EPI_ISL_15622|A_/_H5N1||2001-01-01	0
A/chicken/Shantou/5746/2001|EPI_ISL_15623|A_/_H5N1||2001-01-01	0
A/goose/Shantou/4885/2001|EPI_ISL_15617|A_/_H5N1||2001-01-01	0
A/duck/Shanghai/35/2002|EPI_ISL_3900|A_/_H5N1||2002-01-01	0
A/environment/Hong_Kong/156/1997|EPI_ISL_68678|A_/_H5N1||1997-01-01	0
A/Duck/Anyang/AVL-1/2001|EPI_ISL_2173|A_/_H5N1||2001-01-01	0
A/Chicken/Hong_Kong/220/97|EPI_ISL_962|A_/_H5N1||1997-01-01	0
A/Hong_Kong/156/97|EPI_ISL_954|A_/_H5N1||1997-01-01	0
A/duck/Guangxi/07/1999|EPI_ISL_3895|A_/_H5N1||1999-01-01	0
A/duck/Shanghai/08/2001|EPI_ISL_3902|A_/_H5N1||2001-01-01	0
A/chicken/Jilin/xw/2003|EPI_ISL_67386|A_/_H5N1||2003-01-01	0
A/Hong_Kong/483/1997|EPI_ISL_302715|A_/_H5N1||1997-01-01	0
A/Hong_Kong/483/1997|EPI_ISL_964|A_/_H5N1||1997-01-01	0
A/goose/Vietnam/3/05|EPI_ISL_10054|A_/_H5N1||2005-01-01	0
A/Hong_Kong/485/97|EPI_ISL_1111|A_/_H5N1||1997-01-01	0
A/Hong_Kong/514/97|EPI_ISL_1194|A_/_H5N1||1997-01-01	0
A/Hong_Kong/542/97|EPI_ISL_1195|A_/_H5N1||1997-01-01	0
A/Hong_Kong/503/97|EPI_ISL_1192|A_/_H5N1||1997-01-01	0
A/Hong_Kong/491/97|EPI_ISL_1191|A_/_H5N1||1997-01-01	0
A/Chicken/Hong_Kong/728/97|EPI_ISL_966|A_/_H5N1||1997-01-01	0
A/Hong_Kong/532/1997|EPI_ISL_1193|A_/_H5N1||1997-01-01	0
A/Hong_Kong/97/98|EPI_ISL_1189|A_/_H5N1||1998-01-01	0
A/Hong_Kong/538/97|EPI_ISL_1190|A_/_H5N1||1997-01-01	0
A/Hong_Kong/481/97|EPI_ISL_963|A_/_H5N1||1997-01-01	0
A/duck/Fujian/19/2000|EPI_ISL_3891|A_/_H5N1||2000-01-01	0
A/duck/Guangdong/12/2000|EPI_ISL_3893|A_/_H5N1||2000-01-01	0
A/duck/Shantou/195/2001|EPI_ISL_15609|A_/_H5N1||2001-01-01	0
A/chicken/Hubei/wj/1997|EPI_ISL_68664|A_/_H5N1||1997-01-01	0
A/Goose/Guangdong/1/96|EPI_ISL_1254|A_/_H5N1||1996-01-01	0
A/goose/Guangdong/3/1997|EPI_ISL_1909|A_/_H5N1||1997-01-01	0
A/duck/Fujian/13/2002|EPI_ISL_3890|A_/_H5N1||2002-01-01	0
A/Environment/Hong_Kong/437/1999|EPI_ISL_12701657|A_/_H5N1||1999-01-01	0
A/duck/Shantou/1437/2001|EPI_ISL_15612|A_/_H5N1||2001-01-01	0
A/duck/Shantou/1930/2001|EPI_ISL_15613|A_/_H5N1||2001-01-01	0
A/duck/Guangdong/40/2000|EPI_ISL_3906|A_/_H5N1||2000-01-01	0
A/Duck/Hong_Kong/ww461/2000|EPI_ISL_3054|A_/_H5N1||2000-01-01	0
A/Duck/Hong_Kong/ww487/2000|EPI_ISL_3055|A_/_H5N1||2000-01-01	0
A/Goose/Hong_Kong/ww491/2000|EPI_ISL_3056|A_/_H5N1||2000-01-01	0
A/Duck/Hong_Kong/ww381/2000|EPI_ISL_3052|A_/_H5N1||2000-01-01	0
A/Duck/Hong_Kong/ww382/2000|EPI_ISL_3053|A_/_H5N1||2000-01-01	0
A/duck/Guangdong/07/2000|EPI_ISL_3905|A_/_H5N1||2000-01-01	0
A/Environment/Hong_Kong/437-10/99|EPI_ISL_1462|A_/_H5N1||1999-01-01	0
A/Environment/Hong_Kong/437-8/99|EPI_ISL_1461|A_/_H5N1||1999-01-01	0
A/goose/Hong_Kong/437-8/1999|EPI_ISL_68521|A_/_H5N1||1999-01-01	0
A/Environment/Hong_Kong/437-6/99|EPI_ISL_1460|A_/_H5N1||1999-01-01	0
A/goose/Hong_Kong/437-6/1999|EPI_ISL_68520|A_/_H5N1||1999-01-01	0
A/goose/Shantou/5456/2001|EPI_ISL_15620|A_/_H5N1||2001-01-01	0
A/duck/Shandong/093/2004|EPI_ISL_4662|A_/_H5N1||2004-01-01	0
A/chicken/Jilin/xv/2002|EPI_ISL_67736|A_/_H5N1||2002-01-01	0
A/duck/Guangxi/53/2002|EPI_ISL_3898|A_/_H5N1||2002-01-01	0
A/duck/Shanghai/37/2002|EPI_ISL_3901|A_/_H5N1||2002-01-01	0
A/duck/Shanghai/38/2001|EPI_ISL_3908|A_/_H5N1||2001-01-01	0
A/ostrich/Suzhou/097/2003|EPI_ISL_89462|A_/_H5N1||2003-04-16	0
A/chicken/Jilin/hk/2004|EPI_ISL_65328|A_/_H5N1||2004-01-01	0
A/Ck/HK/37_4/2002|EPI_ISL_4169|A_/_H5N1||2002-01-01	0
A/duck/Shantou/4912/2001|EPI_ISL_15618|A_/_H5N1||2001-01-01	0
A/Gf/HK/38/2002|EPI_ISL_4167|A_/_H5N1||2002-01-01	0
A/chicken/Shantou/28/2002|EPI_ISL_15625|A_/_H5N1||2002-01-01	0
A/chicken/Shantou/9/2002|EPI_ISL_15624|A_/_H5N1||2002-01-01	0
A/quail/Shantou/5164/2001|EPI_ISL_15619|A_/_H5N1||2001-01-01	0
A/spotbill_duck/Xuyi/18/2005|EPI_ISL_30874|A_/_H5N2||2005-01-01	0
A/goose/China/F3/2004|EPI_ISL_4133|A_/_H5N1||2004-01-01	0
A/mallard/Xuyi/10/2005|EPI_ISL_30875|A_/_H5N2||2005-01-01	0
A/chicken/Jilin/hj/2003|EPI_ISL_67380|A_/_H5N1||2003-01-01	0
A/chicken/Jilin/ha/2003|EPI_ISL_67379|A_/_H5N1||2003-01-01	0
A/Goose/Hong_Kong/ww28/2000|EPI_ISL_3051|A_/_H5N1||2000-01-01	0
A/Goose/Hong_Kong/ww26/2000|EPI_ISL_3050|A_/_H5N1||2000-01-01	0
A/goose/Hong_Kong/1032_6/2000|EPI_ISL_68391|A_/_H5N1||2000-01-01	0
A/Ck/HK/409_1/02|EPI_ISL_3851|A_/_H5N1||2002-01-01	4
A/chicken/Hong_Kong/409_1/2002|EPI_ISL_67724|A_/_H5N1||2002-01-01	4
A/Ck/HK/96_1/02|EPI_ISL_3850|A_/_H5N1||2002-01-01	4
A/Ck/HK/31_4/02|EPI_ISL_3847|A_/_H5N1||2002-01-01	4
A/goose/Guiyang/1175/2006|EPI_ISL_10805|A_/_H5N1||2006-01-01	4
A/chicken/Guiyang/441/2006|EPI_ISL_10668|A_/_H5N1||2006-01-01	4
A/chicken/Guiyang/1218/2006|EPI_ISL_10806|A_/_H5N1||2006-01-01	4
A/chicken/Guiyang/846/2006|EPI_ISL_10803|A_/_H5N1||2006-01-01	4
A/goose/Guiyang/337/2006|EPI_ISL_10667|A_/_H5N1||2006-01-01	4
A/partridge/Shantou/478/2002|EPI_ISL_15627|A_/_H5N1||2002-01-01	4
A/duck/Shantou/700/2002|EPI_ISL_15628|A_/_H5N1||2002-01-01	4
A/duck/Guangdong/22/2002|EPI_ISL_3894|A_/_H5N1||2002-01-01	4
A/duck/Guiyang/2231/2005|EPI_ISL_10666|A_/_H5N1||2005-01-01	4
A/goose/Shantou/753/2002|EPI_ISL_15629|A_/_H5N1||2002-01-01	4
A/goose/Fujian/bb/2003|EPI_ISL_67398|A_/_H5N1||2003-01-01	4
A/duck/Hunan/02_27__YYGK278-P/2014_H5N2_|EPI_ISL_198780|A_/_H5N2||2014-02-27	7
A/duck/Hunan/01_16_YYGK221-P/2014_H5N2_|EPI_ISL_198786|A_/_H5N2||2014-01-16	7
A/chicken/Laiwu/0313/2014|EPI_ISL_175617|A_/_H5N2||2014-03-13	7
A/chicken/Shandong/01_20_FZ-CK/2013_H5N2_|EPI_ISL_199150|A_/_H5N2||2013-01-20	7
A/chicken/Shandong/12_05_HK-CK/2013_H5N2_|EPI_ISL_199152|A_/_H5N2||2013-12-05	7
A/chicken/Qingdao/1/2014|EPI_ISL_176997|A_/_H5N2||2014-01-16	7
A/chicken/Shandong/S3/2014|EPI_ISL_234326|A_/_H5N2||2014-01-23	7
A/chicken/Chiping/0321/2014|EPI_ISL_175616|A_/_H5N2||2014-03-21	7
A/chicken/Wenzhou/HAYXLG01/2015|EPI_ISL_205108|A_/_H5N2||2015-01-01	7
A/chicken/Wenzhou/HAYXLG03/2015|EPI_ISL_205109|A_/_H5N2||2015-01-01	7
A/chicken/Heilongjiang/S7/2014|EPI_ISL_234323|A_/_H5N2||2014-08-06	7
A/chicken/Hebei/3/2013|EPI_ISL_234322|A_/_H5N2||2013-12-21	7
A/chicken/Shijiazhuang/1209/2013|EPI_ISL_175618|A_/_H5N2||2013-12-09	7
A/chicken/Beijing/BJ7/2014|EPI_ISL_295146|A_/_H5N2||2014-10-01	7
A/chicken/Henan/Q7/2013|EPI_ISL_156386|A_/_H5N2||2013-07-04	7
A/chicken/Jiangsu/XZ216/2014|EPI_ISL_295145|A_/_H5N2||2014-03-24	7
A/chicken/Vietnam/NCVD-1096/2013|EPI_ISL_245266|A_/_H5N1||2013-02-05	7
A/chicken/Vietnam/NCVD-1088/2013|EPI_ISL_245267|A_/_H5N1||2013-02-05	7
A/chicken/Vietnam/NCVD-1104/2013|EPI_ISL_245269|A_/_H5N1||2013-02-05	7
A/environment/Hubei/950/2013|EPI_ISL_180754|A_/_H5N1||2013-02-26	7
A/Environment/Hunan/18328/2014|EPI_ISL_219845|A_/_H5N2||2014-02-28	7
A/chicken/Liaoning/S4092/2011|EPI_ISL_234324|A_/_H5N1||2011-11-11	7
A/Chicken/Shandong/J04/2009|EPI_ISL_169417|A_/_H5N1||2009-09-01	7
A/environment/Guizhou/00320/2013|EPI_ISL_180472|A_/_H5N1||2013-02-10	7
A/chicken/China/G2/2012|EPI_ISL_222477|A_/_H5N1||2012-01-16	7
A/chicken/Ningxia/2/2012|EPI_ISL_234325|A_/_H5N1||2012-03-07	7
A/chicken/Gansu/5/2012|EPI_ISL_234320|A_/_H5N1||2012-06-03	7
A/chicken/Ningxia/222/2012|EPI_ISL_148405|A_/_H5N1||2012-04-13	7
A/chicken/Jiangsu/1001/2013|EPI_ISL_143131|A_/_H5N2||2013-04-12	7
A/environment/Jiangsu/WX1761/2014|EPI_ISL_196570|A_/_H5N2||2014-04-18	7
A/Chicken/Shandong/J05/2009|EPI_ISL_169418|A_/_H5N1||2009-09-01	7
A/chicken/China/E93/2012|EPI_ISL_278507|A_/_H5N1||2012-07-10	7
A/chicken/China/E96/2012|EPI_ISL_278508|A_/_H5N1||2012-07-10	7
A/chicken/Gansu/6/2012|EPI_ISL_234321|A_/_H5N1||2012-06-05	7
A/Chicken/Shandong/J03/2009|EPI_ISL_169416|A_/_H5N1||2009-09-01	7
A/wild_duck/Shandong/1/2011|EPI_ISL_148124|A_/_H5N1||2011-04-12	7
A/Chicken/Shandong/J02/2009|EPI_ISL_169393|A_/_H5N1||2009-09-01	7
A/chicken/Vietnam/NCVD-093/2008|EPI_ISL_29504|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-093/2008|EPI_ISL_80641|A_/_H5N1||2008-05-01	7
A/chicken/Hebei/A-8/2009|EPI_ISL_77985|A_/_H5N1||2009-01-01	7
A/wildfowl/China/472/2014|EPI_ISL_201792|A_/_H5N2||2014-01-20	7
A/chicken/Vietnam/NCVD-swab15/2008|EPI_ISL_30421|A_/_H5N1||2008-01-01	7
A/chicken/Hebei/1102/2010|EPI_ISL_129981|A_/_H5N2||2010-12-01	7
A/chicken/Hebei/1102-MA/2010|EPI_ISL_162048|A_/_H5N2||2010-05-01	7
A/chicken/Vietnam/NCVD-swab17/2008|EPI_ISL_30422|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-swab18/2008|EPI_ISL_30423|A_/_H5N1||2008-01-01	7
A/duck/Hebei/0908/2009|EPI_ISL_129980|A_/_H5N2||2009-08-01	7
A/chicken/Huadong/4/2008|EPI_ISL_84854|A_/_H5N1||2008-12-01	7
A/chicken/Jiangsu/18/2008|EPI_ISL_77990|A_/_H5N1||2008-01-01	7
A/swine/Jiangsu/1/2008|EPI_ISL_144531|A_/_H5N1||2008-12-01	7
A/environment/Hunan/1-35/2007|EPI_ISL_63497|A_/_H5N1||2007-03-01	7
A/environment/Hunan/2-1/2007|EPI_ISL_63499|A_/_H5N1||2007-04-01	7
A/environment/Hunan/1-12/2007|EPI_ISL_63496|A_/_H5N1||2007-03-01	7
A/environment/Hunan/2-16/2007|EPI_ISL_63500|A_/_H5N1||2007-04-01	7
A/chicken/Liaoning/A-11/2006|EPI_ISL_77994|A_/_H5N1||2006-01-01	7
A/chicken/Shandong/A-10/2006|EPI_ISL_77997|A_/_H5N1||2006-01-01	7
A/chicken/Vietnam/NCVD-136/2008|EPI_ISL_74021|A_/_H5N1||2008-09-01	7
A/chicken/Vietnam/NCVD-137/2008|EPI_ISL_74022|A_/_H5N1||2008-09-01	7
A/chicken/Vietnam/NCVD-135/2008|EPI_ISL_74020|A_/_H5N1||2008-09-01	7
A/chicken/Vietnam/NCVD-134/2008|EPI_ISL_74019|A_/_H5N1||2008-09-01	7
A/chicken/Vietnam/NCVD-swab25/2008|EPI_ISL_30431|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-swab26/2008|EPI_ISL_30432|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-swab20/2008|EPI_ISL_30429|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-swab276/2008|EPI_ISL_80618|A_/_H5N1||2008-12-01	7
A/chicken/Vietnam/NCVD-swab16/2008|EPI_ISL_30427|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-swab24/2008|EPI_ISL_30430|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-03/2008|EPI_ISL_29406|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-03/2008|EPI_ISL_80638|A_/_H5N1||2008-05-01	7
A/chicken/Vietnam/NCVD-03/2008|EPI_ISL_190641|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-swab06/2008|EPI_ISL_30426|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-04/2008|EPI_ISL_30424|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-04/2008|EPI_ISL_80639|A_/_H5N1||2008-05-01	7
A/chicken/Vietnam/NCVD-05/2008|EPI_ISL_30425|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-05/2008|EPI_ISL_80640|A_/_H5N1||2008-05-01	7
A/chicken/Vietnam/NCVD-03_08/2008|EPI_ISL_170550|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-016/2008|EPI_ISL_28830|A_/_H5N1||2008-01-01	7
A/chicken/Vietnam/NCVD-016/2008|EPI_ISL_30420|A_/_H5N1||2008-01-01	7
A/chicken/Shanxi/10/2006|EPI_ISL_77999|A_/_H5N1||2006-01-01	7
A/chicken/Vietnam/NCVD-swab19/2008|EPI_ISL_30428|A_/_H5N1||2008-01-01	7
A/chicken/Shanxi/2/2006|EPI_ISL_10544|A_/_H5N1||2006-01-01	7
A/chicken/Henan/A-7/2006|EPI_ISL_77986|A_/_H5N1||2006-01-01	7
A/chicken/Ningxia/24/2006|EPI_ISL_77995|A_/_H5N1||2006-01-01	7
A/chicken/Shandong/A-5/2006|EPI_ISL_77998|A_/_H5N1||2006-01-01	7
A/chicken/Hebei/126/2005|EPI_ISL_11363|A_/_H5N1||2005-01-01	7
A/chicken/Liaoning/A-1/2007|EPI_ISL_77993|A_/_H5N1||2007-01-01	7
A/Mallard/Huadong/hn/2005|EPI_ISL_64893|A_/_H5N1||2005-01-01	7
A/chicken/Hebei/706/2005|EPI_ISL_11361|A_/_H5N1||2005-01-01	7
A/chicken/Hebei/102/2005|EPI_ISL_11362|A_/_H5N1||2005-01-01	7
A/chicken/Hebei/326/2005|EPI_ISL_10005|A_/_H5N1||2005-01-01	7
A/Chicken/HongKong/FY150/01|EPI_ISL_3334|A_/_H5N1||2001-01-01	3
A/Chicken/HongKong/NT873_3/01|EPI_ISL_3333|A_/_H5N1||2001-01-01	3
A/Chicken/Hong_Kong/715_5/01|EPI_ISL_2254|A_/_H5N1||2001-01-01	3
A/Chicken/Hong_Kong/829_2/01|EPI_ISL_2256|A_/_H5N1||2001-01-01	3
A/Chicken/Hong_Kong/873_3/01|EPI_ISL_2261|A_/_H5N1||2001-01-01	3
A/Chicken/Hong_Kong/FY150/01|EPI_ISL_2248|A_/_H5N1||2001-01-01	3
A/Chicken/Hong_Kong/FY77/01|EPI_ISL_2245|A_/_H5N1||2001-01-01	3
A/Duck/Hong_Kong/573_4/01|EPI_ISL_2267|A_/_H5N1||2001-01-01	3
A/Goose/Hong_Kong/76_1/01|EPI_ISL_2265|A_/_H5N1||2001-01-01	3
A/Pheasant/Hong_Kong/FY155/01|EPI_ISL_2249|A_/_H5N1||2001-01-01	3
A/duck/Guangdong/01/2001|EPI_ISL_3892|A_/_H5N1||2001-01-01	3
A/duck/Shantou/1101/2001|EPI_ISL_15611|A_/_H5N1||2001-01-01	3
A/goose/Hong_Kong/668_1/2001|EPI_ISL_68039|A_/_H5N1||2001-11-22	3
A/swine/Shandong/SD1/2014|EPI_ISL_226073|A_/_H5N1||2014-10-14	5
A/goose/Guangxi/2383/2004|EPI_ISL_9910|A_/_H5N1||2004-01-01	5
A/duck/Guangxi/2396/2004|EPI_ISL_9911|A_/_H5N1||2004-01-01	5
A/goose/Guangxi/1832/2004|EPI_ISL_9907|A_/_H5N1||2004-01-01	5
A/goose/Guangxi/1097/2004|EPI_ISL_9900|A_/_H5N1||2004-01-01	5
A/swine/Fujian/F1/2001|EPI_ISL_4580|A_/_H5N1||2001-01-01	5
A/swine/Fujian/2001|EPI_ISL_68082|A_/_H5N1||2001-01-01	5
A/swine/Fujian/2003|EPI_ISL_67419|A_/_H5N1||2003-01-01	5
A/swine/Fujian/1/2003|EPI_ISL_4579|A_/_H5N1||2003-01-01	5
A/dog/Shandong/JT01/2009|EPI_ISL_97143|A_/_H5N2||2009-11-01	5
A/duck/Zhejiang/52/2000|EPI_ISL_3909|A_/_H5N1||2000-01-01	5
A/duck/Guangxi/1793/2004|EPI_ISL_9906|A_/_H5N1||2004-01-01	5
A/duck/Guangxi/1586/2004|EPI_ISL_9904|A_/_H5N1||2004-01-01	5
A/duck/Guangxi/668/2004|EPI_ISL_9898|A_/_H5N1||2004-01-01	5
A/goose/Guangxi/1198/2004|EPI_ISL_9901|A_/_H5N1||2004-01-01	5
A/duck/Guangxi/1311/2004|EPI_ISL_9902|A_/_H5N1||2004-01-01	5
A/goose/Guangxi/2112/2004|EPI_ISL_9908|A_/_H5N1||2004-01-01	5
A/duck/Guangxi/2291/2004|EPI_ISL_9909|A_/_H5N1||2004-01-01	5
A/duck/Guangxi/1681/2004|EPI_ISL_9905|A_/_H5N1||2004-01-01	5
A/chicken/Guangxi/2439/2004|EPI_ISL_9912|A_/_H5N1||2004-01-01	5
A/goose/Guangxi/914/2004|EPI_ISL_9899|A_/_H5N1||2004-01-01	5
A/duck/Guangxi/1378/2004|EPI_ISL_9903|A_/_H5N1||2004-01-01	5
A/chicken/Viet_Nam/Ncvd8/2003|EPI_ISL_11887|A_/_H5N1||2003-01-01	5
A/duck/Viet_Nam/Ncvd1/2003|EPI_ISL_25411|A_/_H5N1||2003-01-01	5
A/quail/Shantou/3846/2002|EPI_ISL_15633|A_/_H5N1||2002-01-01	5
A/teal/China/2978_1/2002|EPI_ISL_4174|A_/_H5N1||2002-01-01	5
A/chicken/Jilin/ho/2003|EPI_ISL_67383|A_/_H5N1||2003-01-01	5
A/chicken/Jilin/hq/2003|EPI_ISL_67385|A_/_H5N1||2003-01-01	5
A/chicken/Jilin/hn/2003|EPI_ISL_67382|A_/_H5N1||2003-01-01	5
A/chicken/Jilin/hp/2003|EPI_ISL_67384|A_/_H5N1||2003-01-01	5
A/Chicken/Myanmar/06-01001-1B/2006|EPI_ISL_10656468|A_/_H5N1||2005-09-16	6
A/Chicken/Myanmar/0601001-4B/2006|EPI_ISL_10656469|A_/_H5N1||2006-01-01	6
A/chicken/Pyigyitagon/204/2006|EPI_ISL_27608|A_/_H5N1||2006-01-01	6
A/duck/Yunnan/5133/2005|EPI_ISL_10677|A_/_H5N1||2005-01-01	6
A/duck/Yunnan/5236/2005|EPI_ISL_10760|A_/_H5N1||2005-01-01	6
A/goose/Yunnan/5539/2005|EPI_ISL_10678|A_/_H5N1||2005-01-01	6
A/goose/Yunnan/3315/2005|EPI_ISL_10770|A_/_H5N1||2005-01-01	6
A/domestic_Mallard_duck/Hunan/67/2005|EPI_ISL_64855|A_/_H5N1||2005-01-01	6
A/domestic_Mallard_duck/Hunan/79/2005|EPI_ISL_64856|A_/_H5N1||2005-01-01	6
A/chicken/Xinjiang/27/2006|EPI_ISL_78004|A_/_H5N1||2006-01-01	6
A/chicken/Xinjiang/28/2006|EPI_ISL_78005|A_/_H5N1||2006-01-01	6
A/chicken/Xinjiang/53/2005|EPI_ISL_78006|A_/_H5N1||2005-01-01	6
A/chicken/Xinjiang/67/2005|EPI_ISL_78008|A_/_H5N1||2005-01-01	6
A/chicken/Xinjiang/78/2005|EPI_ISL_78010|A_/_H5N1||2005-01-01	6
A/chicken/Xinjiang/68/2005|EPI_ISL_78009|A_/_H5N1||2005-01-01	6
